STATE,YEAR,TOTAL_REVENUE_GROSS,FEDERAL_REVENUE_GROSS,STATE_REVENUE_GROSS,LOCAL_REVENUE_GROSS,TOTAL_EXPENDITURE_GROSS,INSTRUCTION_EXPENDITURE_GROSS,SUPPORT_SERVICES_EXPENDITURE_GROSS,CAPITAL_OUTLAY_EXPENDITURE_GROSS,ENROLMENT_GROSS,RULING_PARTY,POPULATION,AVERAGE_SCORE_GROSS,AM_AVERAGE_SCORE_GROSS,AS_AVERAGE_SCORE_GROSS,HI_AVERAGE_SCORE_GROSS,BL_AVERAGE_SCORE_GROSS,WH_AVERAGE_SCORE_GROSS,HP_AVERAGE_SCORE_GROSS,TR_AVERAGE_SCORE_GROSS,TOTAL_REVENUE_PCT,FEDERAL_REVENUE_PCT,STATE_REVENUE_PCT,LOCAL_REVENUE_PCT,TOTAL_EXPENDITURE_PCT,INSTRUCTION_EXPENDITURE_PCT,SUPPORT_SERVICES_EXPENDITURE_PCT,CAPITAL_OUTLAY_EXPENDITURE_PCT,ENROLMENT_PCT,AVERAGE_SCORE_PCT,AM_AVERAGE_SCORE_PCT,AS_AVERAGE_SCORE_PCT,HI_AVERAGE_SCORE_PCT,BL_AVERAGE_SCORE_PCT,WH_AVERAGE_SCORE_PCT,HP_AVERAGE_SCORE_PCT,TR_AVERAGE_SCORE_PCT,TOTAL_REVENUE_PC,FEDERAL_REVENUE_PC,STATE_REVENUE_PC,LOCAL_REVENUE_PC,TOTAL_EXPENDITURE_PC,INSTRUCTION_EXPENDITURE_PC,SUPPORT_SERVICES_EXPENDITURE_PC,CAPITAL_OUTLAY_EXPENDITURE_PC,ENROLMENT_PC
New Mexico,2010,3638606,753816,2307843,576947,3814058,1800983,1178045,634137,25955,Democrat,2059179,219.75,0,0,0,0,0,0,0,-1.751624217,44.97214278,-11.75676399,1.542282078,-3.331808395,-0.361325002,0.893014667,-19.16971839,2.354286616,0.342465753,0,0,0,0,0,0,0,1.767017826,0.366075994,1.120758807,0.280183024,1.852222658,0.874612163,0.57209451,0.307956229,0.012604538
New York,2010,55453300,3694050,23111427,28647823,60067253,36628097,14152383,6125749,198720,Democrat,19378102,231.25,0,0,0,0,0,0,0,-0.772685164,15.51728936,-10.31078247,6.422560206,3.830104194,4.070776692,0.514155195,12.11685889,2.712006326,-0.537634409,0,0,0,0,0,0,0,2.861647647,0.190630125,1.192656897,1.478360626,3.099749036,1.890179802,0.730328646,0.316117079,0.010254874
North Carolina,2010,16621268,1927843,7451302,7242123,14162497,7637844,3873929,1192652,118617,Democrat,9535483,232.25,0,0,0,0,0,0,0,7.856325051,39.93594941,-9.452239238,24.78323116,-4.745558771,-3.848371904,0.673281149,-27.59290604,1.489612923,0.323974082,0,0,0,0,0,0,0,1.7430966,0.202175705,0.781428901,0.759491994,1.485241702,0.800991832,0.40626458,0.125075154,0.012439538
North Dakota,2010,1308214,277985,552616,477613,1267426,627378,342204,142873,6974,Republican,672591,235.5,0,0,0,0,0,0,0,13.74369426,73.42196214,35.65323266,-18.00269197,11.44557973,8.200334581,10.27597675,48.86170645,6.522071178,0,0,0,0,0,0,0,0,1.945036434,0.413304668,0.82162265,0.710109115,1.884393339,0.932777869,0.508784685,0.212421814,0.010368857
Ohio,2010,23247907,2310440,9987732,10949735,22701333,10976072,7468941,2451038,133202,Democrat,11536504,234.25,0,0,0,0,0,0,0,2.056964415,50.88459657,-2.332199126,-0.654318289,1.221055543,2.252197951,1.646470809,-3.960142706,-0.410464221,-0.106609808,0,0,0,0,0,0,0,2.015160485,0.20027211,0.865750317,0.949138058,1.967782701,0.951420985,0.647418057,0.212459338,0.011546132
Oklahoma,2010,5778507,768319,2658186,2352002,5971651,2900568,1901671,471937,48519,Democrat,3751351,226.5,0,0,0,0,0,0,0,-4.167629246,-0.084918567,-11.83442217,4.72695764,0.502406763,2.243848241,0.320797219,-17.01768885,0.12794849,-0.220264317,0,0,0,0,0,0,0,1.540380252,0.20481128,0.708594317,0.626974655,1.59186677,0.77320624,0.506929637,0.125804543,0.01293374
Oregon,2010,6219779,813110,2947614,2459055,6398065,3246437,2054025,573818,42924,Democrat,3831074,227.25,0,0,0,0,0,0,0,0.990833214,23.89341427,-5.443819441,3.098849838,-4.719962484,-1.363378108,-3.174964575,-28.54926435,-0.313523305,-0.328947368,0,0,0,0,0,0,0,1.623507925,0.212240745,0.769396258,0.641870922,1.670044745,0.847396057,0.53614861,0.149779931,0.011204169
Pennsylvania,2010,27883991,2977089,9430947,15475955,28231191,13442543,7774897,2208448,132497,Democrat,12702379,235.25,0,0,0,0,0,0,0,4.217459644,64.37643452,-4.336518651,2.584995621,3.302431731,4.988526472,1.804443839,-8.435645141,0.214804898,0.534188034,0,0,0,0,0,0,0,2.195178635,0.234372553,0.742455173,1.218350909,2.222512098,1.058269715,0.612081957,0.173860975,0.010430881
South Carolina,2010,7755419,1058473,3377539,3319407,8242553,3797945,2445636,1203253,55636,Republican,4625364,226,0,0,0,0,0,0,0,1.117196648,44.08795511,-7.582624694,1.186841044,-2.193300394,-1.460318004,-0.72075444,-8.760418689,-0.062869357,0,0,0,0,0,0,0,0,1.676715389,0.228841017,0.730221232,0.71765314,1.782033371,0.821112674,0.528744549,0.260142337,0.012028459
South Dakota,2010,1292742,250554,398601,643587,1281632,660064,382212,146273,9140,Republican,814180,231.25,0,0,0,0,0,0,0,2.690177587,24.10482988,-3.439212399,-0.093450835,0.636421529,2.19101054,0.596400541,-5.299788293,-1.135749054,-0.323275862,0,0,0,0,0,0,0,1.587784028,0.307737847,0.489573559,0.790472623,1.574138397,0.810710162,0.469444103,0.179656833,0.011226019
Tennessee,2010,8405025,1094293,3834174,3476558,8760367,4934044,2516326,627390,75481,Democrat,6346105,224.25,0,0,0,0,0,0,0,3.600810808,25.72675654,0.876220444,1.01425159,1.732503962,2.582950799,1.452894621,-3.805522761,0.571603688,-0.111358575,0,0,0,0,0,0,0,1.324438376,0.172435376,0.604177523,0.547825477,1.380432092,0.777491706,0.396515028,0.098862215,0.011894067
Texas,2010,50559500,7984614,18899565,23675321,53810244,25097921,14179639,8055742,374111,Republican,25145560,229.5,0,0,0,0,0,0,0,5.140561282,62.49231507,-4.105816644,0.896666211,0.43858106,5.030446078,2.755601464,-13.35673078,1.612276771,0,0,0,0,0,0,0,0,2.010673057,0.31753574,0.751606447,0.941530871,2.139950114,0.998105471,0.563902295,0.32036439,0.014877815
Utah,2010,4250259,570301,2171889,1508069,4326951,2117551,1002867,786272,46127,Republican,2763885,230.5,0,0,0,0,0,0,0,0.266953342,6.5539037,-2.343427876,1.916317556,-2.099643645,-2.391545445,-0.571960549,-4.299087261,1.13352335,0.435729847,0,0,0,0,0,0,0,1.537784314,0.206340351,0.785810191,0.545633773,1.565532213,0.766150184,0.362846862,0.284480722,0.016689189
Vermont,2010,1749898,173528,1326528,249842,1719870,890606,509650,65751,6291,Republican,625741,237.75,0,0,0,0,0,0,0,3.972825267,69.3732736,-0.740483559,2.328419828,3.543066034,3.627158836,4.219706962,2.463768116,0.865800866,-0.314465409,0,0,0,0,0,0,0,2.796521244,0.277316014,2.119931409,0.399273821,2.748533339,1.423282157,0.814474359,0.105077021,0.01005368
Virginia,2010,14937195,1532041,5489710,7915444,14919831,8049137,4654459,1127484,93965,Republican,8001024,235.25,0,0,0,0,0,0,0,-2.06069168,67.52643774,-13.1060697,-1.294583291,-3.807059275,-1.770756692,-3.308199545,-20.53894739,0.2742562,0.106382979,0,0,0,0,0,0,0,1.86691041,0.191480615,0.686125926,0.989303869,1.864740188,1.006013355,0.581732913,0.140917463,0.011744122
Washington,2010,11919090,1400984,6931430,3586676,11820814,5934710,3402730,1516372,78546,Democrat,6724540,231.75,0,0,0,0,0,0,0,-0.880847354,1.123340847,-3.008305142,2.676676662,-3.429708531,-0.824889807,-1.794874977,-16.6362284,0.352625527,0.107991361,0,0,0,0,0,0,0,1.77247663,0.208339009,1.030766417,0.533371205,1.757862099,0.882545126,0.506016768,0.22549825,0.011680502
West Virginia,2010,3176874,513794,1677745,985335,3484593,1978226,1094980,191662,20493,Democrat,1852994,224.25,0,0,0,0,0,0,0,2.572055126,44.59832548,-6.475884893,3.94158043,11.62385064,12.43772724,10.1251628,22.03961821,-1.428571429,0.111607143,0,0,0,0,0,0,0,1.714454553,0.277277746,0.905423871,0.531752936,1.88052039,1.067583597,0.590924741,0.103433686,0.011059399
Wisconsin,2010,11289720,1115342,4951919,5222459,11116821,5994721,3455651,617744,61015,Democrat,5686986,232.5,0,0,0,0,0,0,0,2.717103077,-11.37662602,3.486866441,5.557704793,2.172156008,2.346411349,2.162057331,-4.787710367,-0.370660658,0.215517241,0,0,0,0,0,0,0,1.985185123,0.196121812,0.870745769,0.918317541,1.954782551,1.054112143,0.607641904,0.108624146,0.010728882
Wyoming,2010,1718605,123942,880916,713747,1696177,787627,504838,340678,6694,Democrat,563626,233.25,0,0,0,0,0,0,0,2.55668917,14.40835203,-6.856777318,14.81252704,2.292968816,5.73920258,4.599070531,-8.544537418,0.164596738,0.322580645,0,0,0,0,0,0,0,3.049193969,0.21990114,1.562944222,1.266348607,3.009401624,1.397428437,0.895696792,0.604439824,0.01187667
Alabama,2011,7376725,1077070,3965614,2334041,7411768,3844055,2295909,564183,56491,Republican,4804190,225.5,211.6923077,244.8333333,216,209.5,235,218,234.2777778,1.313916192,-5.029578234,4.354748051,-0.544481701,-3.083371178,-1.44692003,-0.54106764,-22.68500247,-4.442038669,0.782122905,0,0,0,0,0,0,0,1.535477365,0.224193881,0.825449035,0.485834449,1.542771622,0.800146331,0.477897211,0.117435613,0.011758694
Arizona,2011,8429186,1245814,3054501,4128871,8610417,3977772,2935127,741124,82566,Republican,6467966,223.5,200.5,238.5,215,214,235.5,218,234.2777778,-4.518922598,-21.14133001,-2.710132667,0.49024905,-2.298317922,-5.810352078,-0.487775274,3.826508455,-0.357220439,0.789177001,0,0,0,0,0,0,0,1.303220518,0.192612948,0.472250627,0.638356943,1.3312403,0.614995812,0.453794439,0.114583781,0.012765373
Arkansas,2011,5176362,827026,3701224,648112,5669431,2559292,1655684,605857,36662,Democrat,2925479,227.5,211.6923077,244.8333333,218.5,208,234,218,234.2777778,2.112532135,4.987445064,0.655731998,7.228393407,2.699883178,1.497663322,3.757151899,1.746728558,-0.572234426,0.110011001,0,0,0,0,0,0,0,1.769406651,0.282697637,1.265168542,0.221540473,1.937949649,0.874828361,0.565953131,0.207096684,0.012531965
California,2011,70953331,9990221,37752712,23210398,69847705,34225248,20266047,6523770,462082,Democrat,37482383,222.5,211.6923077,244.5,210,216.5,240.5,218,241,5.339648447,2.822576827,10.47231907,-1.092733965,-1.936630562,-1.246569443,-2.118875592,-8.764088816,-0.346998324,0.338218715,0,0,0,0,0,0,0,1.892978123,0.266531106,1.007212162,0.619234855,1.863480905,0.913102243,0.540681925,0.174048966,0.012327978
Colorado,2011,8747471,969288,3493923,4284260,8676451,4204486,2804955,827354,64560,Democrat,5103648,233.5,211.6923077,240,216.5,216,245,218,241,-0.525434414,35.71090545,-8.485138984,0.532409292,-2.668588514,-0.651925911,-0.081076335,-18.24468274,1.161096225,-0.213675214,0,0,0,0,0,0,0,1.713964404,0.189920621,0.684593256,0.839450526,1.700048867,0.823819746,0.549598052,0.162110318,0.012649775
Connecticut,2011,9783168,796156,3185501,5801511,9439182,5363942,2844490,516116,40138,Democrat,3577282,234.5,211.6923077,248,213,212,246,218,239.5,0.578250756,-2.738546226,-1.633522223,2.320356377,-1.078650546,2.310303793,2.744065421,-37.29462835,-2.471145669,-0.530222694,0,0,0,0,0,0,0,2.734804804,0.222558915,0.890480818,1.621765072,2.638646324,1.499446228,0.795153974,0.144276017,0.01122025
Delaware,2011,1759170,192182,1010026,556962,1808905,964284,497158,182497,9691,Democrat,907135,232.5,211.6923077,251.5,222.5,221,242,218,238,1.483277933,6.422495902,1.773842176,-0.622711668,2.837824931,7,-0.48600241,-5.356642776,-1.081963866,0,0,0,0,0,0,0,0,1.939259316,0.211856008,1.113424132,0.613979176,1.994085776,1.062999443,0.548052936,0.201179538,0.010683085
Florida,2011,26453693,4710376,9069119,12674198,26991946,14284224,8077593,2217069,195625,Republican,19074998,232.5,211.6923077,252,228,217.5,242.5,218,238.5,0.848426685,12.1490592,10.37581077,-8.254092669,-1.008775843,2.987060993,0.102648182,-24.69412398,-2.519907117,-0.321543408,0,0,0,0,0,0,0,1.386825467,0.24693979,0.475445345,0.664440332,1.415043189,0.748845373,0.423464946,0.116229055,0.010255571
Georgia,2011,18030043,2267161,7492489,8270393,17187481,9671343,5005101,1368395,128827,Republican,9790078,229.5,211.6923077,252.5,223.5,216,240,218,229,1.066107559,-12.75069406,11.17432308,-2.723678155,-3.627841741,-1.727795954,-1.083748457,-24.57072017,-1.902898131,0.547645126,0,0,0,0,0,0,0,1.841664898,0.23157742,0.765314536,0.844772943,1.755602049,0.987871905,0.511242198,0.139773657,0.013158935
Idaho,2011,2089982,292602,1320153,477227,1960818,1104553,613667,83524,21835,Republican,1594734,230.5,211.6923077,227,212,213.7954545,234.5,218,234.2777778,-4.041186428,-34.11526822,7.195561319,-5.001094854,-6.571523731,-4.774331599,-3.951248372,-38.21321044,1.205098494,-0.108342362,0,0,0,0,0,0,0,1.310552105,0.183480129,0.827820188,0.299251787,1.229558033,0.692625228,0.384808376,0.052374879,0.013691939
Illinois,2011,29507584,2894897,10030682,16582005,28525858,14636402,9271610,1884866,151870,Democrat,12828820,229,211.6923077,247.5,215,208.5,240,218,234.5,4.438241896,-24.01723492,15.34680979,5.298790785,-0.120614954,-0.216972357,1.370117627,-3.055037793,-1.242676273,0.109289617,0,0,0,0,0,0,0,2.300101178,0.22565575,0.781886565,1.292558864,2.223576136,1.140900098,0.722717288,0.146924347,0.011838189
Indiana,2011,12125155,1024389,7340384,3760382,11113533,5609296,3548729,843671,78627,Republican,6513975,232.5,211.6923077,244.8333333,218.5,213,237.5,218,227.5,-13.53528143,-30.67027351,-0.033461163,-27.72440733,-3.381872203,-2.389868989,-4.000397121,-9.225685807,-4.563826817,-0.107411386,0,0,0,0,0,0,0,1.861406438,0.157260198,1.126867082,0.577279158,1.706106179,0.861117213,0.544787016,0.129517077,0.01207051
Iowa,2011,6098470,596688,2537754,2964028,6057294,2995991,1638449,861361,34951,Republican,3060756,232,211.6923077,227,215,208.5,235.5,218,230,6.155019642,-18.07798605,14.42204727,5.910265838,1.949776898,0.870023399,0.994442513,6.147439974,-0.342163041,0,0,0,0,0,0,0,0,1.992471795,0.194947915,0.82912653,0.96839735,1.979018909,0.978840195,0.535308597,0.281420995,0.011419074
Kansas,2011,5538869,612100,2945175,1981594,5662146,2839803,1530694,851777,35608,Republican,2861594,235,211.6923077,240.5,222,215.5,240,218,234,1.55370391,-9.14245679,2.942189075,3.238293312,-5.306242452,0.065364129,0.100447436,-27.94782801,-1.064154928,0.106496273,0,0,0,0,0,0,0,1.935588696,0.213901762,1.029207847,0.692479087,1.978668532,0.992385013,0.534909564,0.297658228,0.012443414
Kentucky,2011,7104589,1164688,3704150,2235751,7253850,3663998,2238626,733357,49894,Democrat,4356014,233,211.6923077,256,229,217.5,234.5,218,235,3.235100046,9.885037951,1.144298726,3.516911111,2.281124935,1.311016141,5.742058692,-1.891777637,-2.529840395,0.107411386,0,0,0,0,0,0,0,1.630983968,0.267374715,0.850353098,0.513256156,1.665249469,0.841135497,0.513916163,0.16835506,0.01145405
Louisiana,2011,8022917,1497262,3269321,3256334,8218870,4162557,2582814,809639,58304,Republican,4545810,220.5,211.6923077,244.8333333,219,208,232,218,234.2777778,-0.841821232,-3.375957924,-2.351284019,1.970400929,1.15506163,0.628712333,1.543988658,2.618574132,-0.806424172,0.570125428,0,0,0,0,0,0,0,1.764903725,0.329371883,0.719194379,0.716337462,1.808010014,0.915690933,0.568174649,0.178106652,0.012825877
Maine,2011,2654366,289290,1043281,1321795,2728535,1431522,874220,164850,13533,Republican,1331761,233,211.6923077,231.5,218.8111111,202,234.5,218,234.2777778,-2.461963022,-9.855196203,-3.748640343,0.399533624,1.784687765,0.683781123,-0.018413026,4.660021586,-1.420454545,-0.214132762,0,0,0,0,0,0,0,1.993124893,0.217223661,0.783384556,0.992516675,2.048817318,1.074909087,0.656439106,0.123783472,0.010161733
Maryland,2011,13443940,1255964,5508339,6679637,13247697,7205515,4150447,989839,63118,Democrat,5813919,239,211.6923077,260,235.5,221.5,250,218,245.5,0.871638691,25.03399708,-0.656227315,-1.459162266,0.318090133,0.806322994,2.543800635,-10.65806077,3.872294907,0.843881857,0,0,0,0,0,0,0,2.312371397,0.216027089,0.947439928,1.148904379,2.278617401,1.239355932,0.713881119,0.170253318,0.01085636
Massachusetts,2011,15396681,1197383,5783240,8416058,15150898,8685894,4583586,817228,70404,Democrat,6595858,245,211.6923077,255,226,225.5,250.5,218,251.5,3.196552117,9.560963023,0.700871968,4.109114903,1.972529892,2.434844405,1.577541535,1.166870099,-1.034579702,0.409836066,0,0,0,0,0,0,0,2.334295402,0.181535594,0.876798742,1.275961065,2.297032168,1.316870982,0.694918841,0.123900181,0.010673971
Michigan,2011,19374026,2525528,9845508,7002990,18469948,9198775,6024406,1273466,112465,Republican,9903009,227.5,211.6923077,249.5,217,201.5,233.5,218,228.5,-0.100214191,5.944709682,1.558536217,-4.268315939,-7.497709848,-2.732913528,-3.28359292,5.969482304,-2.814503724,0.110011001,0,0,0,0,0,0,0,1.956377703,0.255026326,0.994193583,0.707157794,1.86508444,0.928886867,0.60834096,0.128593845,0.011356649
Minnesota,2011,10912368,842906,6289912,3779550,10612480,5644771,2520057,1016875,60917,Democrat,5344182,235.5,214,235.5,215.5,212,242,218,223,5.088947494,-32.31671281,5.209093873,19.60298473,0.451557222,-0.550982242,0.616421346,7.046459874,-1.152092427,-0.106044539,0,0,0,0,0,0,0,2.041915489,0.157724045,1.176964407,0.707227037,1.985800633,1.056246026,0.471551493,0.190277015,0.011398751
Mississippi,2011,4516742,1006465,2071467,1438810,4345783,2238165,1393211,368906,37715,Republican,2966695,219.5,211.6923077,244.8333333,216,207.5,230.5,218,234.2777778,1.127647756,6.394685683,-1.783803339,1.948183077,-3.518316117,-4.236679697,-0.462461527,-12.57820202,-1.514558036,0.114025086,0,0,0,0,0,0,0,1.522482763,0.339254625,0.698240635,0.484987503,1.464856684,0.754430435,0.4696172,0.124349149,0.0127128
Missouri,2011,9915356,1344755,3828396,4742205,9842505,5100879,2975252,849819,67274,Democrat,6005526,230,211.6923077,243.5,220,207.5,236,218,234.2777778,3.417429597,-6.017315533,10.27210312,1.219360962,-2.931808015,-2.606414229,-2.233198925,-8.282950162,-1.520940377,-0.540540541,0,0,0,0,0,0,0,1.651038727,0.223919603,0.637478882,0.789640241,1.638908066,0.849364236,0.495419052,0.141506173,0.011202016
Montana,2011,1631810,264517,713642,653651,1655584,902615,540180,103728,10739,Democrat,998896,234.5,210,244.8333333,227,213.7954545,238,218,234.2777778,0.482705664,3.307179485,-4.200254789,4.921419411,0.772908163,0.7689843,1.589152389,-5.868687327,-0.111617524,0,0,0,0,0,0,0,0,1.633613509,0.26480935,0.714430732,0.654373428,1.657413785,0.903612588,0.540777018,0.103842642,0.010750869
Nebraska,2011,3879388,571969,1153077,2154342,3676326,2101943,951912,349683,22279,Republican,1839857,231.5,211.6923077,238,217,206,238.5,218,225.5,4.268927258,22.8118129,-2.69359559,4.082738922,0.992445743,0.578461462,2.680178844,-5.834150177,1.725948587,0.108108108,0,0,0,0,0,0,0,2.108526913,0.310876878,0.62672099,1.170929045,1.998158553,1.142449114,0.517383688,0.19005988,0.012109093
Nevada,2011,4146577,447002,2359671,1339904,4258855,2161550,1377125,323746,33608,Republican,2740957,225,211.6923077,238,216,214,235.5,218,231,-2.718939319,24.68814157,0.759215523,-14.22330681,-0.047267353,2.09788228,1.321697724,-15.04825581,-1.289394073,0.446428571,0,0,0,0,0,0,0,1.512820887,0.163082456,0.860893111,0.488845319,1.553783952,0.788611423,0.502424883,0.118114221,0.012261411
New Hampshire,2011,2947007,184768,1061011,1701228,3001244,1654129,855476,206241,14190,Democrat,1322576,241,211.6923077,249,226,235,241.5,218,234.2777778,1.39112281,-0.219792089,0.001225261,2.45892556,5.050079367,2.599713686,2.195930206,57.12283161,-0.727578005,0.207900208,0,0,0,0,0,0,0,2.228232631,0.139703125,0.802230647,1.286298859,2.269241238,1.250687295,0.646825589,0.155938865,0.010729062
New Jersey,2011,26242376,1283994,9331426,15626956,25716298,14113108,8634990,917304,96459,Republican,8841604,239.5,211.6923077,257,225,223.5,247.5,218,234.2777778,-1.626321303,-46.20583904,3.001431313,2.607479618,-3.816308183,-2.543684961,-3.614058411,-20.51704851,-2.212061922,0.314136126,0,0,0,0,0,0,0,2.968056022,0.14522184,1.055399676,1.767434506,2.908555733,1.5962158,0.976631616,0.103748596,0.010909672
New Mexico,2011,3591330,636436,2355210,599684,3694437,1744548,1124390,616478,25703,Republican,2065013,220.5,206,238,215,217,236,218,234.2777778,-1.299288794,-15.57143918,2.052435976,3.940916583,-3.136318326,-3.133566502,-4.554579834,-2.784729483,-0.970911192,0.341296928,0,0,0,0,0,0,0,1.739131909,0.308199513,1.14053035,0.290402046,1.789062345,0.844812115,0.544495362,0.298534682,0.012446895
New York,2011,57753776,5118477,23188002,29447297,59446908,37834196,14460678,4653802,196082,Democrat,19460417,230,211.6923077,243.5,217.5,216,238.5,218,234.2777778,4.148492515,38.56003573,0.331329606,2.79069722,-1.03275074,3.292824631,2.178396387,-24.02884937,-1.327495974,-0.540540541,0,0,0,0,0,0,0,2.967756344,0.263019903,1.191547026,1.513189414,3.054760235,1.944161628,0.74308161,0.239141946,0.01007594
North Carolina,2011,14409515,2046954,7488570,4873991,13767024,7566249,3843709,980517,116325,Democrat,9625874,233,208.5,250.5,222.5,217.5,242.5,218,234.5,-13.30676456,6.178459553,0.500154201,-32.69941701,-2.792396002,-0.937371855,-0.780086574,-17.78683136,-1.932269405,0.322927879,0,0,0,0,0,0,0,1.496956536,0.212651236,0.777962604,0.506342697,1.430210285,0.786032416,0.39931013,0.101862646,0.012084617
North Dakota,2011,1309044,186844,630430,491770,1312226,660944,360118,124967,7028,Republican,683241,235.5,213.5,244.8333333,223.5,220,238.5,218,234.2777778,0.063445277,-32.78630142,14.08102552,2.964115298,3.534723132,5.350203546,5.23488913,-12.53280886,0.77430456,0,0,0,0,0,0,0,0,1.915933031,0.273467195,0.922705166,0.71976067,1.920590246,0.967365834,0.52707317,0.182903251,0.010286268
Ohio,2011,23488657,2533882,9834235,11120540,23010396,11074360,7570565,2494681,130406,Republican,11562798,234,211.6923077,254,222,215,239,218,229.5,1.035577095,9.670971763,-1.536855414,1.559900765,1.361431067,0.895475175,1.360621271,1.780592549,-2.099067582,-0.106723586,0,0,0,0,0,0,0,2.031399061,0.219140903,0.850506512,0.961751645,1.990037014,0.957757802,0.654734693,0.215750634,0.011278066
Oklahoma,2011,5835133,968529,2741058,2125546,5644988,2866601,1814927,510428,48690,Republican,3772151,226,223,241,217,211.5,232,218,234.2777778,0.979941705,26.05818677,3.117614794,-9.628223105,-5.470229255,-1.171046498,-4.561461998,8.155961495,0.352439251,-0.220750552,0,0,0,0,0,0,0,1.546898043,0.256757749,0.726656489,0.563483805,1.496490464,0.75993803,0.48113848,0.135314838,0.012907755
Oregon,2011,6112484,848637,2792762,2471085,6317635,3261190,2071303,461979,42072,Democrat,3871692,226.5,216.5,245,208,208.5,232.5,218,233.5,-1.725061292,4.36927353,-5.253469416,0.489212319,-1.257098826,0.454436664,0.841177688,-19.4903262,-1.98490355,-0.330033003,0,0,0,0,0,0,0,1.57876298,0.219190215,0.721328556,0.63824421,1.631750408,0.842316486,0.534986512,0.11932225,0.010866567
Pennsylvania,2011,28492510,3371827,9261234,15859449,28810721,13761915,7947108,2189151,129845,Republican,12732411,236.5,211.6923077,254.5,214,214,242,218,233,2.1823239,13.2591938,-1.799532963,2.477998934,2.052800394,2.375830228,2.214961819,-0.873781044,-2.001554752,0.531349628,0,0,0,0,0,0,0,2.237793769,0.26482235,0.727374729,1.24559669,2.262785972,1.080856956,0.62416364,0.171935307,0.01019799
South Carolina,2011,7772777,1041572,3338715,3392490,7961448,3689782,2428477,1016126,54157,Republican,4674670,226,211.6923077,244.8333333,221,209.5,237,218,224,0.223817694,-1.596734163,-1.149475994,2.201688434,-3.410411798,-2.84793487,-0.701617084,-15.55175844,-2.658350708,0,0,0,0,0,0,0,0,1.662743466,0.222811878,0.714214051,0.725717537,1.703103748,0.789313898,0.519496991,0.217368499,0.011585203
South Dakota,2011,1297661,262395,374648,660618,1350617,661519,390655,199636,9364,Republican,821429,230.5,208.5,244.8333333,216.5,215.5,235.5,218,234.2777778,0.380509027,4.725927345,-6.009267413,2.646262277,5.382590322,0.22043317,2.208983496,36.48178406,2.450765864,-0.324324324,0,0,0,0,0,0,0,1.579760393,0.319437225,0.456092979,0.804230189,1.644228533,0.805327058,0.475579752,0.243035004,0.011399646
Tennessee,2011,8679893,1272825,3955476,3451592,8961443,4947165,2635217,661195,75146,Republican,6402578,224,211.6923077,247,214.5,207,230,218,234.2777778,3.270281766,16.3148261,3.163706185,-0.718124076,2.295291967,0.265927908,4.724785262,5.38819554,-0.443820299,-0.11148272,0,0,0,0,0,0,0,1.355687194,0.198798828,0.61779427,0.539094096,1.399661668,0.772683285,0.411586864,0.10327012,0.011736835
Texas,2011,51023159,7818075,19623258,23581826,52691826,25155007,14325757,6556210,375756,Republican,25545554,229.5,211.6923077,255.5,222.5,221,243,218,237.5,0.917056142,-2.085748917,3.829151623,-0.394904889,-2.078448111,0.227453103,1.030477574,-18.61444917,0.43970907,0,0,0,0,0,0,0,0,1.997340085,0.306044449,0.768167251,0.923128385,2.062661315,0.984711743,0.560792575,0.256647791,0.014709252
Utah,2011,4141253,500782,2058112,1582359,4195916,2157337,1018548,592949,46758,Republican,2814658,231.5,200.5,233.5,209.5,213.7954545,236.5,218,234.2777778,-2.564690764,-12.18987868,-5.238619469,4.926167171,-3.028344902,1.878868561,1.56361711,-24.58729295,1.367962365,0.433839479,0,0,0,0,0,0,0,1.471316586,0.177919307,0.731212105,0.562185175,1.490737418,0.766465055,0.361872739,0.21066467,0.01661232
Vermont,2011,1686499,106823,1329172,250504,1722515,888388,511825,63655,6158,Democrat,627475,237,211.6923077,244.8333333,218.8111111,205,238,218,234,-3.62301117,-38.44048223,0.199317316,0.264967459,0.153790693,-0.249043909,0.426763465,-3.187784216,-2.114131299,-0.315457413,0,0,0,0,0,0,0,2.687754891,0.170242639,2.118286784,0.399225467,2.745153193,1.415814176,0.815689868,0.101446273,0.009813937
Virginia,2011,14655345,1427301,5351177,7876867,14675815,7861076,4602566,1075067,93770,Republican,8064061,235.5,211.6923077,249,223,219.5,243,218,239,-1.886900452,-6.836631657,-2.523503063,-0.487363691,-1.635514504,-2.336411966,-1.11490938,-4.649023844,-0.207524078,0.106269926,0,0,0,0,0,0,0,1.817365345,0.176995313,0.663583398,0.976786634,1.819903768,0.974828439,0.570750395,0.133315832,0.011628136
Washington,2011,11905941,1367629,6758505,3779807,11928408,6007184,3427282,1467334,77051,Democrat,6822614,232,212.5,245.5,212.5,218,239,218,235,-0.110318825,-2.380826619,-2.494795446,5.384679296,0.910208045,1.221188567,0.721538294,-3.233903026,-1.903343264,0.107874865,0,0,0,0,0,0,0,1.745070291,0.20045528,0.990603455,0.554011556,1.748363311,0.880481294,0.502341478,0.21506918,0.011293472
